master_metadata_album_artist_name,master_metadata_track_name,danceability,energy,valence,loudness,mode,speechiness,acousticness,instrumentalness,liveness,tempo,key
Internet Money,JLO (feat. Lil Tecca),0.863,0.716,0.961,-6.332000000000001,0.0,0.154,0.195,0.0,0.145,132.076,1.0
Trippie Redd,RMP,,,,,,,,,,,
Lil Tecca,Amigo,,,,,,,,,,,
Moneybagg Yo,One Of Dem Nights (with Jhené Aiko),,,,,,,,,,,
DaBaby,Baby Sitter (feat. Offset),0.852,0.73,0.3939999999999999,-5.803,1.0,0.0579,0.0219,0.0,0.336,92.506,1.0
Playboi Carti,M3tamorphosis (feat. Kid Cudi),,,,,,,,,,,
Young Nudy,Blue Cheese Salad,,,,,,,,,,,
Lil Keed,Repaid,,,,,,,,,,,
Lil Yachty,SELF MADE,0.6859999999999999,0.851,0.804,-2.602,0.0,0.296,0.148,0.0,0.2,192.016,4.0
Lil Uzi Vert,Lotus,0.644,0.7509999999999999,0.172,-9.168,1.0,0.0328,6.579999999999999e-05,0.933,0.143,140.05200000000002,1.0
Lil Uzi Vert,Baby Are You Home,,,,,,,,,,,
The Kid LAROI,TELL ME WHY,0.6,0.723,0.4629999999999999,-4.928,0.0,0.158,0.109,0.0,0.1669999999999999,149.881,6.0
OG Ron C,Back End,,,,,,,,,,,
Lil Baby,Yes Indeed,0.963,0.346,0.562,-9.309,0.0,0.53,0.0355,0.0,0.108,119.957,5.0
Lil Baby,Hats Off (feat. Travis Scott),,,,,,,,,,,
THE SCOTTS,THE SCOTTS,0.716,0.537,0.28,-7.648,0.0,0.0514,0.233,0.0,0.157,129.97899999999998,0.0
Don Toliver,AMG,0.716,0.7070000000000001,0.312,-5.763,1.0,0.208,0.492,7.95e-06,0.0912,166.976,1.0
Future,Plastic,0.759,0.733,0.411,-7.015,0.0,0.165,0.201,0.0,0.13,144.96,10.0
iann dior,romance361,0.713,0.632,0.373,-7.685,1.0,0.105,0.0589,1.44e-06,0.105,170.009,1.0
iann dior,Flowers,0.565,0.883,0.38,-15.469,1.0,0.0652,0.8340000000000001,0.409,0.337,195.841,11.0
DaBaby,PICK UP (feat. Quavo),0.915,0.612,0.758,-4.535,1.0,0.407,0.0944,0.0,0.115,129.93,1.0
SSGKobe,proud,0.516,0.619,0.21,-7.563,1.0,0.0354,0.0491,0.00303,0.259,150.031,5.0
iann dior,Strings,0.797,0.5660000000000001,0.392,-6.654,1.0,0.042,0.128,0.0,0.114,119.937,1.0
21 Savage,Runnin,0.8190000000000001,0.626,0.415,-4.574,0.0,0.2019999999999999,0.00748,0.1009999999999999,0.1669999999999999,143.01,10.0
Mike Shinoda,Happy Endings (feat. iann dior and UPSAHL),,,,,,,,,,,
Post Malone,Enemies (feat. DaBaby),0.542,0.674,0.667,-4.169,1.0,0.21,0.0588,0.0,0.0955,152.776,6.0
Playboi Carti,Long Time - Intro,,,,,,,,,,,
Don Toliver,Run Up,0.716,0.895,0.785,-6.495,1.0,0.182,0.0482,0.0,0.371,159.985,0.0
Gunna,TOP FLOOR (feat. Travis Scott),0.823,0.504,0.481,-8.65,0.0,0.16,0.206,0.0,0.417,112.985,8.0
Cordae,RNP (feat. Anderson .Paak),0.611,0.7140000000000001,0.628,-4.696000000000001,0.0,0.856,0.184,0.0,0.145,196.043,9.0
Playboi Carti,Beno!,,,,,,,,,,,
Gunna,3 Headed Snake (feat. Young Thug),0.914,0.415,0.6459999999999999,-10.708,1.0,0.4639999999999999,0.0536,0.0,0.131,135.03,6.0
A$AP Mob,"Bahamas (feat. A$AP Rocky, A$AP Ferg, A$AP Twelvyy, Lil Yachty, KEY!, ScHoolboy Q & Smooky MarGielaa)",,,,,,,,,,,
Internet Money,"His & Hers (feat. Don Toliver, Lil Uzi Vert & Gunna)",,,,,,,,,,,
Young Stoner Life,Solid (feat. Drake),,,,,,,,,,,
Gunna,Same Yung Nigga (feat. Playboi Carti),0.852,0.568,0.504,-9.202,0.0,0.344,0.183,0.0,0.0993,81.52600000000001,1.0
Lil Tecca,Out Of Luck,0.563,0.624,0.337,-8.271,1.0,0.287,0.0439,0.0,0.111,152.06799999999998,8.0
Travis Scott,HOUSTONFORNICATION,0.6890000000000001,0.723,0.288,-4.052,0.0,0.0836,0.0985,0.0,0.158,160.042,0.0
Juice WRLD,Flaws And Sins,0.7090000000000001,0.662,0.439,-4.55,1.0,0.0766,0.00966,0.0,0.108,150.046,8.0
Maxo Kream,Mars (feat. Lil Uzi Vert),,,,,,,,,,,
Since99,Immaculate,,,,,,,,,,,
Lil Uzi Vert,That Way,0.7190000000000001,0.611,0.489,-5.01,0.0,0.0403,0.0582,0.0,0.155,129.96200000000002,7.0
Lil Uzi Vert,The Way Life Goes (feat. Oh Wonder),0.703,0.757,0.696,-3.612,1.0,0.05,0.617,0.0,0.106,164.016,1.0
Travis Scott,90210 (feat. Kacy Hill),0.402,0.526,0.312,-6.7410000000000005,0.0,0.0904,0.113,8.33e-06,0.105,81.404,9.0
Juice WRLD,Hate The Other Side (with Marshmello & The Kid Laroi),0.701,0.65,0.647,-6.313,1.0,0.104,0.291,0.0,0.1119999999999999,180.00599999999997,6.0
Young Nudy,GTA Lyfestyle,,,,,,,,,,,
Doe Boy,LOW KEY (feat. Lil Uzi Vert),,,,,,,,,,,
Lil Tecca,Chemistry,,,,,,,,,,,
Dua Lipa,Levitating (feat. DaBaby),0.7020000000000001,0.825,0.915,-3.787,0.0,0.0601,0.00883,0.0,0.0674,205.954,6.0
Young Thug,Mannequin Challenge (feat. Juice WRLD),0.857,0.583,0.4429999999999999,-7.466,0.0,0.086,0.0899,0.0,0.204,132.01,1.0
Juice WRLD,Make Believe,0.465,0.84,0.672,-4.35,1.0,0.0722,0.125,0.0,0.138,167.96200000000002,0.0
Travis Scott,CAROUSEL,0.5429999999999999,0.706,0.353,-7.952999999999999,0.0,0.0554,0.00743,0.0048,0.3279999999999999,142.053,5.0
Playboi Carti,Fell In Luv (feat. Bryson Tiller),0.657,0.6679999999999999,0.2269999999999999,-6.207999999999999,1.0,0.136,0.0273,0.0,0.32,162.997,2.0
Travis Scott,SKELETONS,0.497,0.928,0.659,-5.22,0.0,0.327,0.211,0.0,0.515,177.815,9.0
Lil Uzi Vert,Sanguine Paradise,0.7290000000000001,0.603,0.207,-6.736000000000001,0.0,0.0666,0.0948,0.0,0.113,134.972,6.0
Playboi Carti,Mileage (feat. Chief Keef),,,,,,,,,,,
Don Toliver,Talk No More,,,,,,,,,,,
YBN Nahmir,Opp Stoppa (feat. 21 Savage),,,,,,,,,,,
Travis Scott,YOSEMITE,0.785,0.5539999999999999,0.144,-6.571000000000001,1.0,0.0409,0.283,3.4e-06,0.1159999999999999,128.047,0.0
Don Toliver,Candy,,,,,,,,,,,
Kid Cudi,The Void,0.6409999999999999,0.63,0.126,-8.579,1.0,0.0399,0.223,0.883,0.18,119.965,0.0
Drake,Time Flies,,,,,,,,,,,
Baby Pluto,Closin' It,,,,,,,,,,,
Trippie Redd,M's,0.7809999999999999,0.672,0.757,-4.159,1.0,0.256,0.7190000000000001,0.0,0.275,140.281,1.0
Travis Scott,Pray 4 Love (feat. The Weeknd),0.629,0.578,0.211,-4.704,1.0,0.0428,0.2,0.0,0.151,79.94,1.0
Lil Uzi Vert,Bust Me,,,,,,,,,,,
Ugly God,Back to the Basics,,,,,,,,,,,
Lil Tecca,Bossanova,0.7120000000000001,0.493,0.246,-7.129,0.0,0.278,0.00474,0.0,0.158,139.84,5.0
Quality Control,What It Is,0.82,0.478,0.423,-7.915,0.0,0.0648,0.732,2.3e-06,0.1,123.039,2.0
Spinabenz,Who I Smoke,,,,,,,,,,,
DaBaby,BOP,0.769,0.787,0.836,-3.909,1.0,0.367,0.1889999999999999,0.0,0.129,126.77,11.0
Cordae,Bad Idea (feat. Chance the Rapper),0.75,0.502,0.301,-7.184,1.0,0.31,0.238,0.0,0.106,165.08,10.0
Lil Yachty,Flex Up (feat. Future & Playboi Carti),,,,,,,,,,,
Playboi Carti,Foreign,0.732,0.3829999999999999,0.28,-13.895,0.0,0.0421,0.401,0.0,0.0976,190.06,6.0
Post Malone,Myself,0.7390000000000001,0.738,0.233,-8.842,0.0,0.363,0.231,0.0,0.11,158.289,8.0
Don Toliver,Holdin' Steel (feat. Dice Soho),,,,,,,,,,,
Lil Tecca,Did It Again,0.6990000000000001,0.575,0.2339999999999999,-9.922,1.0,0.159,0.218,0.0,0.1119999999999999,148.767,1.0
Lil Uzi Vert,Sauce It Up,0.813,0.528,0.131,-6.305,0.0,0.313,0.0715,0.0,0.125,79.532,6.0
Lil Tecca,"Selection (with Skrillex, DJ Scheme)",,,,,,,,,,,
Young Stoner Life,Paid the Fine (feat. Lil Baby & YTB Trench),,,,,,,,,,,
Young Thug,Diamonds (feat. Gunna),0.919,0.367,0.228,-9.546,0.0,0.4639999999999999,0.00424,0.0001899999999999,0.175,147.033,10.0
Don Toliver,No Idea,0.6509999999999999,0.631,0.35,-5.7170000000000005,0.0,0.0896,0.519,0.000579,0.165,127.994,6.0
Cassius Jay,Big Racks (feat. Lil Uzi Vert),,,,,,,,,,,
Don Toliver,Bang Bang,0.657,0.522,0.442,-7.632000000000001,1.0,0.397,0.156,0.0,0.0811,179.687,10.0
Polo G,Go Stupid,,,,,,,,,,,
Juice WRLD,Blood On My Jeans,0.868,0.55,0.4639999999999999,-6.417000000000001,1.0,0.226,0.183,0.0,0.109,117.943,6.0
Young Thug,Hot (Remix) [feat. Gunna and Travis Scott],0.845,0.631,0.545,-8.206,0.0,0.216,0.188,0.0,0.0806,111.983,7.0
NAV,Turks (feat. Travis Scott),0.893,0.618,0.389,-4.425,0.0,0.1119999999999999,0.0827,0.0,0.542,119.099,7.0
Roddy Ricch,The Box,0.8959999999999999,0.586,0.642,-6.687,0.0,0.0559,0.104,0.0,0.79,116.971,10.0
Juice WRLD,Righteous,0.706,0.625,0.225,-7.426,1.0,0.0314,0.0417,0.0,0.129,142.94799999999998,0.0
Future,That’s It,,,,,,,,,,,
Travis Scott,through the late night,0.7440000000000001,0.589,0.242,-1.218,0.0,0.0359,0.36,0.0,0.119,127.051,5.0
Rae Sremmurd,This Could Be Us,,,,,,,,,,,
Chance the Rapper,All We Got (feat. Kanye West & Chicago Children's Choir),0.531,0.544,0.3979999999999999,-8.615,0.0,0.462,0.308,1.89e-06,0.0835,131.921,0.0
Outkast,B.O.B. - Bombs Over Baghdad,0.746,0.978,0.653,-5.324,1.0,0.0978,0.0555,4.11e-05,0.026,153.809,9.0
Lil Uzi Vert,Erase Your Social,0.705,0.609,0.718,-5.728,1.0,0.0729,0.6940000000000001,0.0,0.2339999999999999,140.058,3.0
Juice WRLD,Wishing Well,0.65,0.613,0.0804,-6.13,0.0,0.128,0.00336,0.0,0.267,149.972,9.0
Lil Uzi Vert,Celebration Station,0.748,0.7709999999999999,0.792,-4.156000000000001,1.0,0.15,0.1009999999999999,0.0,0.135,142.086,6.0
Lil Yachty,Whew' Chile,,,,,,,,,,,
Stunna 4 Vegas,Ashley (with DaBaby),0.884,0.807,0.916,-3.462,0.0,0.325,0.0028399999999999,0.0,0.111,144.018,8.0
Kanye West,The Glory,,,,,,,,,,,
Playboi Carti,New Tank,,,,,,,,,,,
Doe Boy,Bussin (feat. Lil Uzi Vert),,,,,,,,,,,
Aminé,REEL IT IN,0.754,0.342,0.423,-8.677,0.0,0.0991,0.073,0.0,0.193,128.981,10.0
Don Toliver,Had Enough (feat. Quavo & Offset),0.748,0.789,0.6709999999999999,-4.579,1.0,0.103,0.262,0.0,0.13,147.957,2.0
Lil Keed,Pass It Out (feat. Lil Gotit),,,,,,,,,,,
Lil Gnar,Diamond Choker,0.922,0.434,0.684,-13.056,1.0,0.387,0.0974,0.0,0.0412,129.995,1.0
Lil Yachty,G.I. Joe (feat. Louie Ray),,,,,,,,,,,
Young Stoner Life,Litty (feat. DaBaby),,,,,,,,,,,
Migos,Taco Tuesday,0.945,0.65,0.804,-7.071000000000001,1.0,0.154,0.000515,0.0,0.135,129.007,1.0
Gunna,ROCKSTAR BIKERS & CHAINS,,,,,,,,,,,
Young Stoner Life,No Surprise (feat. Don Toliver & Bslime),,,,,,,,,,,
Lil Yachty,Split/Whole Time,,,,,,,,,,,
Tchami,Praise,,,,,,,,,,,
Trippie Redd,The Jungle Book,0.6859999999999999,0.648,0.0538,-6.055,1.0,0.0913,0.0491,0.0,0.382,85.00399999999999,1.0
Lil Tecca,When You Down (with Polo G feat. Lil Durk),0.514,0.634,0.308,-6.513999999999999,1.0,0.3829999999999999,0.235,0.0,0.13,152.362,1.0
SSGKobe,Angels,0.889,0.46,0.784,-10.627,1.0,0.067,0.6859999999999999,0.000705,0.0917,177.97,8.0
Ski Mask The Slump God,Foot Fungus,0.8809999999999999,0.623,0.745,-9.662,1.0,0.119,0.257,1.5e-06,0.0964,177.90599999999998,1.0
Travis Scott,"FRANCHISE (feat. Future, Young Thug & M.I.A.) - REMIX",0.8590000000000001,0.77,0.348,-5.358,0.0,0.345,0.0056,0.0,0.0731,155.025,8.0
Lil Yachty,DipSet,,,,,,,,,,,
Metro Boomin,Up To Something (feat. Travis Scott & Young Thug),0.799,0.616,0.667,-8.809,1.0,0.157,0.319,0.0,0.134,114.014,1.0
Playboi Carti,R.I.P. Fredo (feat. Young Nudy) - Notice Me,0.912,0.755,0.625,-5.394,1.0,0.141,0.102,0.0,0.179,140.05100000000002,2.0
Lil Keed,Traplanta,,,,,,,,,,,
G Herbo,Who Run It - Remix,,,,,,,,,,,
Lil Uzi Vert,Super Saiyan,0.8420000000000001,0.855,0.923,-3.277,1.0,0.0905,0.509,8.22e-05,0.0606,190.044,1.0
Aminé,"Pressure In My Palms (feat. slowthai, Vince Staples)",,,,,,,,,,,
21 Savage,No Heart,0.906,0.444,0.6779999999999999,-8.692,0.0,0.384,0.136,6.440000000000001e-05,0.173,140.063,4.0
Don Toliver,Company,0.851,0.688,0.507,-6.388999999999999,0.0,0.0949,0.154,0.062,0.0978,142.025,1.0
Young Thug,Surf (feat. Gunna),,,,,,,,,,,
Lil Uzi Vert,That's a Rack,0.852,0.432,0.258,-8.04,0.0,0.501,0.0599,0.0,0.146,140.042,1.0
Quality Control,Once Again,,,,,,,,,,,
Travis Scott,Antidote,0.59,0.8640000000000001,0.0873,-5.939,1.0,0.0455,0.216,0.166,0.119,135.025,11.0
Lil Tecca,Our Time,,,,,,,,,,,
Future,HiTek Tek,,,,,,,,,,,
Young Nudy,Scott Evil,,,,,,,,,,,
Gunna,SKYBOX,0.779,0.7070000000000001,0.3429999999999999,-6.527,1.0,0.16,0.0991,0.0,0.0934,140.894,1.0
Post Malone,Wow.,0.8290000000000001,0.539,0.3879999999999999,-7.359,0.0,0.208,0.136,1.78e-06,0.103,99.96,11.0
Travis Scott,STARGAZING,0.487,0.789,0.0564,-3.69,1.0,0.044,0.00947,4.05e-06,0.1889999999999999,150.007,8.0
Quality Control,Baby (Lil Baby feat. DaBaby),0.97,0.4629999999999999,0.46,-7.258999999999999,1.0,0.366,0.0957,0.0,0.151,108.003,10.0
DaBaby,PROLLY HEARD,,,,,,,,,,,
Lil Yachty,"Go Krazy, Go Stupid Freestyle",,,,,,,,,,,
Ski Mask The Slump God,Take A Step Back,0.8,0.591,0.747,-8.808,1.0,0.271,0.111,0.0,0.429,117.003,6.0
XXXTENTACION,RIP Roach,0.727,0.62,0.555,-6.443,1.0,0.306,0.3979999999999999,0.0,0.0926,210.006,8.0
Trippie Redd,1400 / 999 Freestyle,0.825,0.5720000000000001,0.568,-6.067,0.0,0.0864,0.0079,0.0,0.113,141.991,6.0
Playboi Carti,ILoveUIHateU,,,,,,,,,,,
DaBaby,REALLY (feat. Stunna 4 Vegas),0.943,0.654,0.608,-5.175,1.0,0.2739999999999999,0.0552,0.0,0.0893,200.182,1.0
Internet Money,Familiar (feat. TheHxliday),,,,,,,,,,,
Ugly God,HAHAHA!,,,,,,,,,,,
Young Nudy,Walking Dead,,,,,,,,,,,
Brent Faiyaz,Fuck The World (Summer in London),0.679,0.281,0.2339999999999999,-15.505999999999998,0.0,0.184,0.873,0.00335,0.215,149.99200000000002,3.0
DJ Scheme,Soda (feat. Take A Daytrip),,,,,,,,,,,
21 Savage,Rich Nigga Shit (feat. Young Thug),0.825,0.733,0.62,-5.625,0.0,0.0969,0.349,0.0,0.1119999999999999,195.948,1.0
Lil Uzi Vert,20 Min,,,,,,,,,,,
Gunna,Award,,,,,,,,,,,
21 Savage,No Advance,,,,,,,,,,,
Trippie Redd,Dark Knight Dummo (Feat. Travis Scott),0.28,0.821,0.254,-2.864,0.0,0.111,0.1669999999999999,0.0,0.139,181.444,8.0
Lil Yachty,Pardon Me (Lil Yachty feat. Future & Mike WiLL Made-It),,,,,,,,,,,
Future,Because of You,0.583,0.584,0.136,-5.362,0.0,0.0314,0.254,0.0,0.123,140.039,5.0
CHASE B,Cafeteria (feat. Gunna),0.696,0.672,0.581,-5.505,0.0,0.0875,0.131,0.0,0.368,139.991,6.0
Playboi Carti,Right Now (feat. Pi'erre Bourne),,,,,,,,,,,
"Tyler, The Creator",SIR BAUDELAIRE (feat. DJ Drama),,,,,,,,,,,
Drake,Passionfruit,0.809,0.4629999999999999,0.364,-11.377,1.0,0.0396,0.256,0.085,0.109,111.98,11.0
Drake,One Dance,0.792,0.625,0.37,-5.609,1.0,0.0536,0.0077599999999999,0.00188,0.3289999999999999,207.93400000000003,1.0
Drake,With You,0.534,0.286,0.149,-11.544,1.0,0.0294,0.7509999999999999,0.0031,0.111,134.34799999999998,4.0
Drake,Childs Play,0.746,0.475,0.292,-11.243,0.0,0.113,0.0175,1.1e-05,0.1969999999999999,160.012,10.0
Drake,Controlla,0.59,0.4679999999999999,0.349,-11.083,0.0,0.185,0.0789,0.0,0.1009999999999999,184.574,10.0
Drake,Hype,0.787,0.635,0.237,-8.271,0.0,0.155,0.0253,0.0,0.357,130.018,4.0
Ne-Yo,U 2 Luv,0.626,0.5920000000000001,0.65,-7.085,1.0,0.147,0.138,0.000312,0.0957,177.715,6.0
Lil Uzi Vert,Grab the Wheel,,,,,,,,,,,
Don Toliver,Backend,0.903,0.6679999999999999,0.532,-7.881,1.0,0.24,0.0033299999999999,0.0,0.111,145.058,8.0
iann dior,Pretty Girls,0.732,0.511,0.62,-6.779,1.0,0.0541,0.276,0.0,0.0916,193.892,6.0
DaBaby,PRACTICE,0.8490000000000001,0.536,0.308,-7.307,1.0,0.349,0.0239,0.0,0.126,141.964,1.0
Young Nudy,Mini Me,,,,,,,,,,,
NAV,Champion (feat. Travis Scott),0.642,0.782,0.396,-3.395,0.0,0.0477,0.381,0.0,0.108,162.005,5.0
Young Nudy,Perc 30,,,,,,,,,,,
Young Nudy,The Rustlers,,,,,,,,,,,
Lil Uzi Vert,Money Longer,0.795,0.568,0.478,-7.817,0.0,0.142,0.0541,0.0,0.108,136.173,5.0
PARTYNEXTDOOR,NOTHING LESS,0.612,0.304,0.308,-9.77,0.0,0.0332,0.754,0.00752,0.108,119.879,5.0
"Tyler, The Creator",LEMONHEAD (feat. 42 Dugg),,,,,,,,,,,
iann dior,Stay For A While,,,,,,,,,,,
Cordae,More Life (feat. Q Tip),,,,,,,,,,,
Big Sean,Don Life (feat. Lil Wayne),0.626,0.7759999999999999,0.4679999999999999,-4.9510000000000005,0.0,0.231,0.0736,0.0,0.217,97.934,10.0
"Tyler, The Creator",CORSO,,,,,,,,,,,
"Tyler, The Creator",WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),,,,,,,,,,,
Big Sean,Still I Rise (feat. Dom Kennedy),,,,,,,,,,,
iann dior,Lately,0.613,0.677,0.109,-7.034,0.0,0.0841,0.0374,0.0,0.201,173.02200000000002,11.0
iann dior,Problems,0.64,0.5579999999999999,0.207,-7.077999999999999,1.0,0.0271,0.000144,0.865,0.103,115.007,1.0
SlatttKarti,Arm 'N Leg,,,,,,,,,,,
Trilla Kid,Zoom,0.748,0.462,0.491,-11.503,1.0,0.365,0.0942,2.95e-06,0.145,159.049,8.0
Lil Tecca,why u look mad,0.758,0.638,0.456,-6.922999999999999,1.0,0.192,0.115,0.0,0.297,135.042,9.0
Kid Cudi,Pursuit Of Happiness (Nightmare),0.627,0.589,0.247,-9.056,1.0,0.0405,0.497,7.049999999999999e-05,0.324,115.284,0.0
Kid Cudi,Sept. 16,,,,,,,,,,,
Trippie Redd,Good Morning,0.768,0.6459999999999999,0.598,-7.436,0.0,0.102,0.5529999999999999,7.82e-06,0.218,143.047,0.0
Kid Cudi,4 Da Kidz,,,,,,,,,,,
Kid Cudi,Another Day,0.589,0.607,0.77,-12.671,0.0,0.614,0.177,0.0,0.0928,164.132,10.0
Post Malone,Goodbyes (feat. Young Thug),0.58,0.653,0.175,-3.818,1.0,0.0745,0.447,0.0,0.111,150.231,5.0
Don Toliver,Wasted,0.899,0.451,0.7829999999999999,-8.671,0.0,0.211,0.424,9.07e-06,0.205,130.95,0.0
Juice WRLD,The Bees Knees,,,,,,,,,,,
Billie Eilish,all the good girls go to hell,,,,,,,,,,,
iann dior,Feel It Coming,,,,,,,,,,,
Dayglow,Can I Call You Tonight?,,,,,,,,,,,
Diddy - Dirty Money,Coming Home,0.392,0.8390000000000001,0.2319999999999999,-1.921,1.0,0.193,0.158,0.0,0.3,168.00099999999998,7.0
Adele,Rolling in the Deep,0.73,0.77,0.507,-5.114,1.0,0.0298,0.138,0.0,0.0473,104.948,8.0
iann dior,Darkside,0.593,0.367,0.0729,-12.624,1.0,0.0378,0.00895,0.757,0.108,123.075,1.0
Zedd,Stay,0.2739999999999999,0.382,0.0381,-15.352,0.0,0.0332,0.8170000000000001,0.912,0.171,120.019,7.0
Maroon 5,Daylight,0.564,0.758,0.597,-6.85,1.0,0.283,0.0242,0.00109,0.376,185.348,11.0
M.I.A.,Paper Planes,0.447,0.848,0.485,-6.175,1.0,0.222,0.033,7.45e-05,0.65,172.247,2.0
Mr. Probz,Waves - Robin Schulz Radio Edit,,,,,,,,,,,
Post Malone,Stay,0.2739999999999999,0.382,0.0381,-15.352,0.0,0.0332,0.8170000000000001,0.912,0.171,120.019,7.0
JAWNY,Honeypie,,,,,,,,,,,
Billie Eilish,when the party's over,,,,,,,,,,,
Sam Silver,New Beginnings,,,,,,,,,,,
The 1975,The Sound,,,,,,,,,,,
DJ Scheme,How You Feel? (Freestyle) (feat. Lil Yachty & Ski Mask The Slump God),0.949,0.425,0.621,-7.393,1.0,0.2239999999999999,0.0295,0.0,0.106,124.927,5.0
Avicii,Wake Me Up,0.442,0.943,0.13,-5.549,0.0,0.151,1.87e-05,0.907,0.546,160.001,10.0
Hailee Steinfeld,"Let Me Go (with Alesso, Florida Georgia Line & watt)",,,,,,,,,,,
Snakehips,All My Friends (feat. Tinashe & Chance the Rapper),,,,,,,,,,,
Neon Trees,Everybody Talks,0.471,0.924,0.725,-3.906,1.0,0.0586,0.00301,0.0,0.313,154.961,8.0
Miami Horror,Dark Love (feat. Danny Pratt),,,,,,,,,,,
Meghan Trainor,I Love Me,,,,,,,,,,,
Tigertown,Lonely Cities,,,,,,,,,,,
Dominic Fike,3 Nights,0.815,0.518,0.877,-6.593999999999999,0.0,0.0897,0.223,0.0,0.104,151.891,7.0
Far East Movement,Like A G6,,,,,,,,,,,
iann dior,Searching,0.86,0.937,0.537,-4.869,0.0,0.0515,0.00434,0.765,0.1159999999999999,126.954,1.0
Black Eyed Peas,I Gotta Feeling,0.743,0.7659999999999999,0.61,-6.375,1.0,0.0265,0.0873,0.0,0.509,127.96,0.0
Future,Bankroll,0.8690000000000001,0.6829999999999999,0.83,-5.063,0.0,0.207,0.2189999999999999,0.0,0.0763,120.949,7.0
Kanye West,Flashing Lights,0.634,0.649,0.509,-7.505,0.0,0.0486,0.0315,0.0,0.482,180.96400000000003,6.0
Far East Movement,Rocketeer,,,,,,,,,,,
Stokeswood,Forget,0.616,0.615,0.14,-10.761,0.0,0.0496,0.00358,0.752,0.175,114.03,1.0
Lil Uzi Vert,Got The Guap (feat. Young Thug),0.8370000000000001,0.601,0.7490000000000001,-5.627999999999999,1.0,0.198,0.21,0.0,0.0928,142.977,8.0
Young Thug,Light It Up,0.953,0.515,0.351,-8.546,1.0,0.0846,0.00389,0.0,0.11,138.039,10.0
Train,Play That Song,,,,,,,,,,,
B.o.B,Airplanes (feat. Hayley Williams of Paramore),,,,,,,,,,,
Clean Bandit,Rather Be (feat. Jess Glynne),0.799,0.586,0.5489999999999999,-6.735,1.0,0.0377,0.162,2.03e-06,0.193,120.97,11.0
Paramore,Ain't It Fun,0.61,0.893,0.6729999999999999,-3.681,1.0,0.0921,0.154,4.41e-05,0.021,208.062,9.0
"Now, Now",Thread,,,,,,,,,,,
BØRNS,Electric Love,,,,,,,,,,,
Mike Posner,Cooler Than Me - Single Mix,,,,,,,,,,,
Kanye West,I Wonder,0.727,0.75,0.578,-7.19,1.0,0.236,0.447,0.0393,0.437,109.003,7.0
Mike Posner,Please Don't Go,0.513,0.768,0.235,-4.868,0.0,0.0587,0.0118,1.94e-05,0.294,168.528,4.0
Capital Cities,Safe And Sound,,,,,,,,,,,
USHER,OMG (feat. will.i.am),,,,,,,,,,,
Jason Derulo,Trumpets,0.627,0.703,0.64,-4.884,1.0,0.236,0.563,0.0,0.0962,163.79399999999998,0.0
Calvin Harris,Thinking About You (feat. Ayah Marar),,,,,,,,,,,
Gwen Stefani,The Sweet Escape,0.7559999999999999,0.77,0.73,-3.502,1.0,0.0343,0.191,0.0,0.178,119.961,1.0
The Moth & The Flame,Red Flag,,,,,,,,,,,
Maroon 5,Payphone,0.521,0.992,0.218,-3.844,0.0,0.0961,0.00118,0.000136,0.113,124.987,11.0
Calvin Harris,Summer,0.596,0.856,0.743,-3.556,0.0,0.0346,0.0211,0.0178,0.141,127.949,4.0
Bill Withers,Lovely Day,,,,,,,,,,,
Lil Uzi Vert,Ps & Qs,0.522,0.428,0.3989999999999999,-11.332,0.0,0.143,0.235,2.35e-06,0.278,129.829,11.0
XAE.Miami,MISS THE RAGE,,,,,,,,,,,
Meek Mill,Going Bad (feat. Drake),0.889,0.496,0.544,-6.365,0.0,0.0905,0.259,0.0,0.252,172.00599999999997,4.0
Kid Cudi,Heaven On Earth,0.575,0.662,0.297,-6.976,0.0,0.356,0.115,1.51e-06,0.214,100.647,9.0
Playboi Carti,Die4Guy,,,,,,,,,,,
Lil Yachty,NBAYOUNGBOAT,0.769,0.807,0.364,-2.966,1.0,0.306,0.0515,0.0,0.111,164.84400000000002,11.0
Playboi Carti,Over,0.6709999999999999,0.6759999999999999,0.3429999999999999,-6.172000000000001,0.0,0.0448,0.0589,0.0,0.0674,140.07,3.0
Future,Real Baby Pluto,0.898,0.5670000000000001,0.602,-6.446000000000001,1.0,0.302,0.0165,0.0,0.109,141.97299999999998,1.0
Cordae,Kung Fu,0.8759999999999999,0.608,0.258,-6.019,1.0,0.109,0.0227,1.16e-05,0.107,124.983,8.0
Modjo,Lady - Hear Me Tonight,,,,,,,,,,,
Ama Lou,TBC,,,,,,,,,,,
B.o.B,Nothin' on You (feat. Bruno Mars),0.688,0.853,0.743,-5.814,1.0,0.0493,0.386,0.0,0.0862,207.986,10.0
Coldplay,Clocks,,,,,,,,,,,
Daft Punk,One More Time,,,,,,,,,,,
CRO,Melodie,,,,,,,,,,,
LCD Soundsystem,Dance Yrself Clean,,,,,,,,,,,
Vance Joy,Riptide,,,,,,,,,,,
Kid Cudi,Day 'N' Nite (nightmare),0.871,0.44,0.799,-6.25,0.0,0.0761,0.499,4.15e-06,0.114,137.996,11.0
Yuksek,Truth,0.506,0.919,0.267,-7.162000000000001,0.0,0.0406,0.0116,0.721,0.285,140.037,4.0
Ingrid Michaelson,Girls Chase Boys,,,,,,,,,,,
