master_metadata_album_artist_name,master_metadata_track_name,danceability,energy,valence,loudness,mode,speechiness,acousticness,instrumentalness,liveness,tempo,key
Jordan Astra,After Midnight,,,,,,,,,,,
Snoh Aalegra,LOST YOU,,,,,,,,,,,
Jenevieve,Hvn High,,,,,,,,,,,
Duckwrth,Quick - KMB Remix,,,,,,,,,,,
Humble the Great,circles,0.377,0.5539999999999999,0.0582,-8.562000000000001,1.0,0.0329,0.00361,0.00112,0.0899,119.928,2.0
Jay Worthy,Leave It Up To Me,,,,,,,,,,,
Cherry Ferrari,Night Before - Acoustic,,,,,,,,,,,
Luc de la Croixx,With You - Retro Gleam Rework,,,,,,,,,,,
DJ Snake,Something Wrong (with Don Toliver),,,,,,,,,,,
Teyana Taylor,Open Invite (feat. KAYTRANADA),,,,,,,,,,,
Destroy Lonely,LOVE HURTS (with Lil Uzi Vert),,,,,,,,,,,
Chance the Rapper,Star Side Intro,,,,,,,,,,,
Chance the Rapper,Ride (feat. Do or Die),,,,,,,,,,,
Chance the Rapper,No More Old Men (feat. Jamila Woods),,,,,,,,,,,
Chance the Rapper,The Negro Problem (feat. BJ The Chicago Kid),,,,,,,,,,,
Chance the Rapper,Drapetomania (feat. BabyChiefDoit),,,,,,,,,,,
Chance the Rapper,Back To The Go (feat. VIC MENSA),,,,,,,,,,,
Chance the Rapper,The Highs & The Lows (feat. Joey BadA$$),,,,,,,,,,,
Rio Da Yung Og,Legendary,,,,,,,,,,,
Rio Da Yung Og,Too Legendary,,,,,,,,,,,
Rio Da Yung Og,Paranoid,0.625,0.536,0.253,-5.428,1.0,0.0776,0.038,2.31e-05,0.1669999999999999,159.914,0.0
Rio Da Yung Og,1v1 (feat. Lil Yachty),,,,,,,,,,,
Rio Da Yung Og,RIO FREE,,,,,,,,,,,
Rio Da Yung Og,Lean Chronicles (feat. Leewayy),,,,,,,,,,,
Rio Da Yung Og,R3kless,,,,,,,,,,,
Fred again..,Victory Lap,,,,,,,,,,,
PlaqueBoyMax,less is more (with Skepta),,,,,,,,,,,
Skepta,Back 2 Back,0.716,0.633,0.563,-7.227,0.0,0.407,0.821,0.0,0.105,186.022,6.0
CIZA,"Isaka II (6am) [with Tems, Omah Lay, Thukuthela, Jazzworx, Lekaa Beats]",,,,,,,,,,,
The Kid LAROI,SHE DON'T NEED TO KNOW,,,,,,,,,,,
AshZone,me & you,,,,,,,,,,,
Berhana,G2g,0.816,0.904,0.905,-1.819,1.0,0.0528,0.213,0.0485,0.13,154.984,3.0
PJ,Just Want To Have A Good Time - Vrdnyn Remix,,,,,,,,,,,
Lil Uzi Vert,Space High,,,,,,,,,,,
A$AP Rocky,Arya (with Nigo),,,,,,,,,,,
Drake,Major Distribution,,,,,,,,,,,
NxWorries,FromHere (feat. Snoop Dogg & October London),,,,,,,,,,,
Kanye West,30 Hours,,,,,,,,,,,
Café Canela,If I Fall,,,,,,,,,,,
Marvin Gaye,Distant Lover,,,,,,,,,,,
Tame Impala,Love/Paranoia,,,,,,,,,,,
MOIO,Moments,0.487,0.489,0.126,-7.169,1.0,0.336,0.239,0.417,0.0535,190.492,8.0
Balu Brigada,Designer,0.58,0.5379999999999999,0.298,-11.99,1.0,0.191,0.0875,0.209,0.309,140.029,0.0
WonderBag,Running Back Boy,,,,,,,,,,,
d4vd,Crashing (with Kali Uchis),,,,,,,,,,,
Malcolm Todd,Comfort Me,,,,,,,,,,,
beabadoobee,If You Want To,,,,,,,,,,,
Her's,Harvey,,,,,,,,,,,
Vacations,Next Exit,,,,,,,,,,,
Meldrop,Goodman,,,,,,,,,,,
beabadoobee,California,0.768,0.607,0.491,-8.786,1.0,0.0735,0.7440000000000001,0.0018399999999999,0.133,180.09799999999998,11.0
Cults,Monolithic,,,,,,,,,,,
Cam Rao,HOLD ME,0.757,0.76,0.114,-6.329,0.0,0.1,0.0207,0.865,0.354,138.018,2.0
Biking With Francis,DUMMY!,,,,,,,,,,,
Foxtide,Am I In Love With You,,,,,,,,,,,
Strawberry Guy,Sun Outside My Window,,,,,,,,,,,
Meldrop,Switch It Up,,,,,,,,,,,
No Vacation,Dræm Girl,,,,,,,,,,,
LUCA,Denial,,,,,,,,,,,
Blank Space,When I'm Stoned,,,,,,,,,,,
Kali Uchis,For: You,,,,,,,,,,,
WonderBag,Poetry in Motion,,,,,,,,,,,
beabadoobee,You’re here that’s the thing,,,,,,,,,,,
54 Ultra,Heaven Knows,0.54,0.8009999999999999,0.5770000000000001,-3.733,1.0,0.0475,0.0845,0.0,0.221,167.958,2.0
Japanese Breakfast,Be Sweet,,,,,,,,,,,
Her's,Marcel,,,,,,,,,,,
Daniel Caesar,Loose,0.198,0.162,0.0527,-15.815,1.0,0.0343,0.926,0.00896,0.135,140.906,1.0
Joji,SLOW DANCING IN THE DARK,0.515,0.479,0.284,-7.457999999999999,1.0,0.0261,0.544,0.00598,0.191,177.928,3.0
Sickboyrari,Princess Cuts My Wrist,,,,,,,,,,,
SZA,Special,0.855,0.715,0.609,-4.909,0.0,0.324,0.349,0.0,0.102,135.999,5.0
The Marías,No One Noticed (Extended Spanish),,,,,,,,,,,
Clara La San,In This Darkness,,,,,,,,,,,
Frank Ocean,Seigfried,0.377,0.255,0.37,-11.165,0.0,0.0387,0.975,0.000208,0.102,125.004,4.0
Joji,worldstar money (interlude),0.5770000000000001,0.387,0.4589999999999999,-8.607000000000001,1.0,0.2739999999999999,0.964,0.705,0.208,146.565,7.0
jaydes,migraine,0.815,0.625,0.5,-5.961,0.0,0.1369999999999999,0.34,0.0031,0.102,149.968,1.0
Khamari,"Doctor, My Eyes",,,,,,,,,,,
Current Joys,Kids,0.451,0.931,0.172,-3.871,1.0,0.0719,0.0007599999999999,0.0049,0.361,122.961,9.0
Duster,Inside Out,0.476,0.991,0.2019999999999999,-2.855,0.0,0.15,0.00191,0.0,0.121,165.99400000000003,4.0
Dean Blunt,100,,,,,,,,,,,
Beach House,Wildflower,0.537,0.677,0.161,-8.412,0.0,0.0317,0.0706,0.863,0.1119999999999999,135.013,4.0
Bella Kay,The Sick,,,,,,,,,,,
sombr,undressed,,,,,,,,,,,
Bon Iver,For Emma,,,,,,,,,,,
The Marías,Nobody New,,,,,,,,,,,
Arctic Monkeys,Only Ones Who Know,,,,,,,,,,,
alan vuong,DEEP IN YOUR SOUL,,,,,,,,,,,
Strawberry Guy,What Would I Do?,,,,,,,,,,,
Vacations,Relax,,,,,,,,,,,
Eyedress,Body Dysmorphia,,,,,,,,,,,
TV Girl,It Almost Worked,,,,,,,,,,,
Pinegrove,Problems,0.64,0.5579999999999999,0.207,-7.077999999999999,1.0,0.0271,0.000144,0.865,0.103,115.007,1.0
Khamari,Tell Me,0.532,0.71,0.306,-7.138999999999999,0.0,0.0656,0.0007,2.9100000000000003e-05,0.1119999999999999,124.159,10.0
Frank Ocean,Swim Good,0.653,0.6679999999999999,0.711,-8.183,1.0,0.0881,0.00116,0.0026899999999999,0.0731,160.048,0.0
Khamari,Drifting,0.731,0.8029999999999999,0.452,-7.23,1.0,0.0506,0.249,0.0,0.0902,189.038,8.0
Mac Miller,Come Back to Earth,,,,,,,,,,,
Goldy,Oh Baby,,,,,,,,,,,
Goldy,No More,0.915,0.807,0.836,-4.174,0.0,0.1669999999999999,0.0851,0.0,0.185,135.936,9.0
Goldy,Padmé,,,,,,,,,,,
Mel Blue,Fantasy,0.436,0.61,0.0971,-6.375,0.0,0.091,0.623,2.14e-05,0.124,149.69799999999998,4.0
Omar+,Namerakana 2.0,,,,,,,,,,,
HolyBrune,Catching Feelings,,,,,,,,,,,
Free Nationals,Apartment (feat. Benny Sings),,,,,,,,,,,
Yves!,1 of 1.,,,,,,,,,,,
The Weeknd,Timeless (feat Playboi Carti),,,,,,,,,,,
Kal Banx,HOP OUT CHO FEELINS,,,,,,,,,,,
Childish Gambino,"III. Telegraph Ave. (""Oakland"" by Lloyd)",0.496,0.693,0.597,-9.576,0.0,0.247,0.159,0.0261,0.142,129.929,5.0
Tems,Love Me JeJe,,,,,,,,,,,
Mac Miller,What's the Use?,,,,,,,,,,,
A Tribe Called Quest,Electric Relaxation,0.866,0.534,0.841,-9.201,1.0,0.2289999999999999,0.184,0.266,0.0929,196.486,11.0
Erykah Badu,Window Seat,,,,,,,,,,,
The Weeknd,Cry For Me,,,,,,,,,,,
d4vd,Feel It,0.721,0.513,0.31,-7.882000000000001,0.0,0.121,0.0959,0.0,0.341,124.02,7.0
Jungle,Beat 54 (All Good Now),,,,,,,,,,,
Aminé,LA,0.633,0.782,0.5539999999999999,-4.6930000000000005,0.0,0.276,0.047,0.0,0.172,166.628,10.0
Cochise,DESIGNER,0.58,0.5379999999999999,0.298,-11.99,1.0,0.191,0.0875,0.209,0.309,140.029,0.0
Daniel Caesar,Pain Is Inevitable,,,,,,,,,,,
Blood Orange,Chewing Gum,0.622,0.515,0.217,-7.959,0.0,0.145,0.144,0.0165,0.1939999999999999,168.265,8.0
"Tyler, The Creator",Treehome95 (feat. Coco O. & Erykah Badu),,,,,,,,,,,
The Internet,"Palace/Curse (feat. Tyler, The Creator & Steve Lacy)",,,,,,,,,,,
Kendrick Lamar,Chapter Six,,,,,,,,,,,
Frank Ocean,Sierra Leone,0.529,0.608,0.616,-7.809,1.0,0.0811,0.166,0.0185,0.109,125.017,7.0
Odeal,London Summers,,,,,,,,,,,
Odeal,My Heart,,,,,,,,,,,
Odeal,Obi's Interlude,,,,,,,,,,,
Odeal,Monster Boys,,,,,,,,,,,
Odeal,Patience,,,,,,,,,,,
Odeal,In the Chair,,,,,,,,,,,
Odeal,Fine By Myself,,,,,,,,,,,
The Marías,Sienna,,,,,,,,,,,
Radiohead,Creep,0.484,0.4539999999999999,0.191,-9.556,0.0,0.0514,0.289,0.0066599999999999,0.071,158.204,6.0
The Goo Goo Dolls,Iris,0.845,0.812,0.472,-6.016,1.0,0.139,0.0418,0.0,0.0943,140.009,5.0
Rio Da Yung Og,Something Happen,,,,,,,,,,,
Childish Gambino,Pop Thieves (Make It Feel Good),,,,,,,,,,,
IDK,CLOVER,,,,,,,,,,,
Sade,Lovers Rock,,,,,,,,,,,
Don Toliver,Tiramisu,0.736,0.6709999999999999,0.214,-4.81,1.0,0.0515,0.106,0.0,0.273,129.02100000000002,0.0
The Kilans,Why Is It Light Out?,,,,,,,,,,,
Avenoir,D4U - Spotify Singles,,,,,,,,,,,
Fred again..,Homies (feat. Henry Wu),,,,,,,,,,,
ZARG,Saint-Tropez,0.617,0.684,0.295,-3.618,1.0,0.0439,0.0545,0.0,0.104,132.113,0.0
KAYTRAMINÉ,K&A,,,,,,,,,,,
Don Toliver,DEEP IN THE WATER,,,,,,,,,,,
Outkast,The Way You Move (feat. Sleepy Brown),0.871,0.597,0.635,-4.932,0.0,0.0464,0.126,0.000113,0.0638,125.999,5.0
BLP KOSHER,Pro Open (with BabyTron),,,,,,,,,,,
The Alchemist,Ferraris in The Rain Part 2 (feat. ScHoolBoy Q & Freddie Gibbs),,,,,,,,,,,
Snow Strippers,Just Your Doll,,,,,,,,,,,
RomancePlanet,FALL FROM THE SKY PT. 2,,,,,,,,,,,
Malcolm Todd,Hesitating,,,,,,,,,,,
Kendrick Lamar,peekaboo (feat. azchike),,,,,,,,,,,
OVEOUS,Queimar - Oyobi Remix,,,,,,,,,,,
Abhi//Dijon,Ecs,,,,,,,,,,,
Chris Mula,FINE SHYT!,,,,,,,,,,,
Chris Mula,Rock Yo Hips,,,,,,,,,,,
Cochise,I LIE,,,,,,,,,,,
Lelo,Paris,0.8490000000000001,0.648,0.196,-6.188,1.0,0.0832,0.0725,0.00592,0.0984,212.15,7.0
Brent Faiyaz,Big Mad Skit,,,,,,,,,,,
Brent Faiyaz,Soon Az I Get Home,,,,,,,,,,,
Brent Faiyaz,Make It Out,,,,,,,,,,,
Paperboy Fabe,Language,0.716,0.598,0.816,-10.647,0.0,0.0934,0.212,0.0,0.063,153.984,7.0
Ken Carson,Kryptonite,0.544,0.877,0.5329999999999999,-4.923,0.0,0.0279,0.00394,1.49e-05,0.158,198.054,11.0
Smokey Bubblin' B,Rinse Out,,,,,,,,,,,
A-Trak,Coming Home,0.392,0.8390000000000001,0.2319999999999999,-1.921,1.0,0.193,0.158,0.0,0.3,168.00099999999998,7.0
Casey Veggies,DTA,,,,,,,,,,,
La Roux,"Automatic Driver - Tyler, The Creator Remix",,,,,,,,,,,
"Tyler, The Creator",RUNNING OUT OF TIME,0.36,0.391,0.162,-10.6,1.0,0.0528,0.296,0.0004059999999999,0.129,168.562,6.0
Thundercat,Them Changes,,,,,,,,,,,
The Marías,Real Life,0.578,0.645,0.31,-4.9510000000000005,0.0,0.0476,0.434,0.0,0.36,181.328,11.0
Kendrick Lamar,Wesley's Theory,0.509,0.787,0.507,-6.754,1.0,0.265,0.359,2.7600000000000003e-05,0.26,114.449,7.0
Jitwam,Opendoors,,,,,,,,,,,
Drake,Push Ups,,,,,,,,,,,
Masino,Come Back Alone,,,,,,,,,,,
Thee Sacred Souls,Let Me Feel Your Charm - Spotify Singles,,,,,,,,,,,
54 Ultra,Upside Down,,,,,,,,,,,
Drake,DOG HOUSE (feat. Julia Wolf & Yeat),,,,,,,,,,,
prodbycpkshawn,Yo Bunny,,,,,,,,,,,
CARRTOONS,Groceries,0.906,0.596,0.701,-5.88,0.0,0.243,0.0578,0.0,0.109,144.03799999999998,0.0
CARRTOONS,Grace,,,,,,,,,,,
Café Canela,Stuck In Love,,,,,,,,,,,
Thee Sacred Souls,Overflowing,,,,,,,,,,,
The Altons,Over and Over,0.638,0.522,0.441,-10.046,1.0,0.0682,0.00732,3.64e-06,0.136,169.783,7.0
Jalen Ngonda,If You Don't Want My Love,,,,,,,,,,,
Danny & The Dreamers,Eternal Love,,,,,,,,,,,
Delegation,Oh Honey,,,,,,,,,,,
DC The Don,i want you <3,,,,,,,,,,,
Don Toliver,BROTHER STONE (FEAT. KODAK BLACK),,,,,,,,,,,
Cochise,FAKE LOVE,0.924,0.5429999999999999,0.736,-7.474,0.0,0.298,0.182,0.0,0.103,133.907,9.0
Jordan Ward,JUICY,,,,,,,,,,,
PXRKX,Oxygen,0.6940000000000001,0.514,0.136,-11.063,0.0,0.0449,0.0336,0.000164,0.115,120.011,1.0
Star.One,Jumpy,,,,,,,,,,,
jsilos,Down4Me,,,,,,,,,,,
Eljé,I want you,0.8759999999999999,0.525,0.72,-5.404,0.0,0.0508,0.284,0.00123,0.129,104.997,9.0
SOSA,Your Love,0.488,0.529,0.196,-10.176,1.0,0.255,0.00249,0.00226,0.413,126.186,11.0
Thee Sacred Souls,Easier Said Than Done,,,,,,,,,,,
Thee Sacred Souls,Running Away,,,,,,,,,,,
CARRTOONS,Pressure,0.882,0.545,0.178,-6.977,1.0,0.29,0.273,0.0,0.407,113.041,0.0
Bertha Tillman,Oh My Angel,,,,,,,,,,,
Bertha Tilman,I Wish,0.669,0.809,0.5720000000000001,-7.146,1.0,0.147,0.00137,0.0,0.38,195.77,7.0
Masino,All I Need,,,,,,,,,,,
Danny & The Dreamers,"Baby, Something's Wrong",,,,,,,,,,,
Kyle Richh,4100 One Mic Cypher,,,,,,,,,,,
Playuncle Farti,UPSIDE DOWN,,,,,,,,,,,
Playboi Carti,BACKD00R (feat. Kendrick Lamar & Jhené Aiko),,,,,,,,,,,
Adam Port,Move,0.7859999999999999,0.736,0.513,-5.6770000000000005,0.0,0.254,0.171,0.0462,0.357,170.09799999999998,10.0
Rauw Alejandro,Qué Pasaría...,,,,,,,,,,,
Bizarrap,"Quevedo: Bzrp Music Sessions, Vol. 52",,,,,,,,,,,
Rauw Alejandro,Dile a El,,,,,,,,,,,
JHAYCO,Passoa,,,,,,,,,,,
Bad Bunny,EL CLúB,,,,,,,,,,,
J Balvin,Doblexxó,,,,,,,,,,,
sosocamo,keep steady,,,,,,,,,,,
Gunna,YSL (feat. Playboi Carti),,,,,,,,,,,
Yeat,GEEK TIMË,,,,,,,,,,,
sosocamo,don’t panic,,,,,,,,,,,
Don Toliver,DONNY DARKO (FEAT. LIL UZI VERT),,,,,,,,,,,
Playboi Carti,TWIN TRIM (with Lil Uzi Vert),,,,,,,,,,,
Playboi Carti,TRIM (with Future),,,,,,,,,,,
Jungle,Candle Flame,,,,,,,,,,,
¥$,BACK TO ME,,,,,,,,,,,
Lil Uzi Vert,Zoom (Bonus Track),,,,,,,,,,,
iann dior,romance361 (feat. PnB Rock),,,,,,,,,,,
Mac Miller,Kool Aid & Frozen Pizza,,,,,,,,,,,
LUCKI,KYLIE!!!,,,,,,,,,,,
A$AP Rocky,r - Cali,0.7140000000000001,0.765,0.52,-6.215,0.0,0.354,0.0105,0.0,0.5660000000000001,149.972,4.0
Khantrast,Landed in Brooklyn - Remix,,,,,,,,,,,
Real Boston Richey,Still Gon Go (with Lil Yachty),,,,,,,,,,,
Lil Uzi Vert,Shardai (Bonus Track),,,,,,,,,,,
Future,Like That,,,,,,,,,,,
Jamie xx,Dream Night,,,,,,,,,,,
KAYTRAMINÉ,4EVA,,,,,,,,,,,
¥$,RIVER,,,,,,,,,,,
¥$,FIELD TRIP,,,,,,,,,,,
Pi’erre Bourne,Try Again,0.7829999999999999,0.58,0.762,-7.398,0.0,0.298,0.0817,0.0,0.0831,186.052,6.0
Pi’erre Bourne,Honeyberry,,,,,,,,,,,
Lil Tecca,Fell In Love (with Ken Carson),,,,,,,,,,,
Destroy Lonely,new new,0.815,0.545,0.7090000000000001,-6.0360000000000005,1.0,0.0504,0.107,0.0,0.131,135.996,0.0
¥$,PROMOTION,,,,,,,,,,,
Thee Sacred Souls,Can I Call You Rose?,,,,,,,,,,,
CARRTOONS,Taurus,,,,,,,,,,,
TiaCorine,Ironic,,,,,,,,,,,
Playboi Carti,DIS 1 GOT IT,,,,,,,,,,,
Liim,Memorize,,,,,,,,,,,
fzxr 2,Watch This,0.511,0.7709999999999999,0.677,-3.0660000000000003,1.0,0.255,0.00717,0.0,0.162,166.787,1.0
Destroy Lonely,aint hard,,,,,,,,,,,
Destroy Lonely,risk,0.7609999999999999,0.359,0.505,-12.326,1.0,0.0703,0.957,0.000143,0.147,206.138,7.0
Destroy Lonely,see no evil,,,,,,,,,,,
lil hero,big ballin,,,,,,,,,,,
Eyedress,The Dark Prince (feat. Mac DeMarco),,,,,,,,,,,
Blood Orange,Champagne Coast,,,,,,,,,,,
Mild Minds,MOVEMENTS,,,,,,,,,,,
lil hero,gun show,,,,,,,,,,,
lil hero,movie boy,,,,,,,,,,,
Mac DeMarco,Freaking Out the Neighborhood,,,,,,,,,,,
Eyedress,Let's Skip to the Wedding,,,,,,,,,,,
Vacations,Home,0.6559999999999999,0.535,0.143,-7.468999999999999,1.0,0.0309,0.203,1.07e-05,0.114,115.012,6.0
Empire Of The Sun,Music On The Radio,,,,,,,,,,,
Rio Da Yung Og,Different Music,,,,,,,,,,,
Rio Da Yung Og,Movie,0.643,0.773,0.474,-3.422,0.0,0.336,0.295,0.0,0.0833,143.273,10.0
Rio Da Yung Og,S.O.T.B.,,,,,,,,,,,
Wakko The Kidd,Back N Forth,,,,,,,,,,,
Rio Da Yung Og,Skittle Head,,,,,,,,,,,
The Weeknd,Tell Your Friends,0.584,0.455,0.308,-11.066,0.0,0.0488,0.246,0.0,0.181,149.268,1.0
Daniel Allan,Bet You Didn't Need,,,,,,,,,,,
Tsu Nami,eye2eye,,,,,,,,,,,
Willix,FM'92,,,,,,,,,,,
Jonas Blue,Edge of Desire,,,,,,,,,,,
jacal,resonance - midwest emo version,,,,,,,,,,,
JEMS!,SLIDIN,0.774,0.706,0.382,-6.494,1.0,0.355,0.00163,1.28e-06,0.104,152.891,2.0
PinkPantheress,Noticed I Cried - O.J.C Remix,,,,,,,,,,,
Destroy Lonely,top flo,,,,,,,,,,,
pryme!,dangerous,0.457,0.995,0.122,-3.109,1.0,0.838,0.0457,0.9,0.397,150.056,7.0
Lil Wayne,Throw It In,,,,,,,,,,,
Fabolous,Throw It In The Bag - Remix,,,,,,,,,,,
2006WR,with u,,,,,,,,,,,
Biking With Francis,SYNERGY,0.465,0.539,0.0399,-14.984000000000002,1.0,0.0492,0.00955,0.928,0.0695,140.016,0.0
Clark Rainbow,beReal,,,,,,,,,,,
Take Van,Still Bound,,,,,,,,,,,
Mysie,TASTE,,,,,,,,,,,
1 9 0 5,Gimme',,,,,,,,,,,
Amber Mark,Let Me Love You,0.6559999999999999,0.578,0.556,-8.97,0.0,0.0922,0.235,0.0,0.118,189.028,7.0
Harrison,Southwood,,,,,,,,,,,
Knxwledge,dont be afraid,,,,,,,,,,,
The Kid LAROI,TOO MUCH,0.6679999999999999,0.565,0.142,-5.879,1.0,0.505,0.171,0.0,0.124,140.489,6.0
Nascent,On My Own,0.57,0.718,0.6759999999999999,-5.169,0.0,0.0385,0.0129,0.0,0.12,171.984,5.0
ESPRIT 空想,Warmpop,,,,,,,,,,,
Frank Ocean,White,0.512,0.6940000000000001,0.188,-10.296,1.0,0.063,0.021,0.927,0.203,120.948,10.0
¿Téo?,Magic Hour,0.522,0.278,0.1939999999999999,-11.512,1.0,0.0354,0.799,0.0,0.132,152.076,9.0
Nujabes,sea of cloud,,,,,,,,,,,
Drake,On BS,,,,,,,,,,,
BabyTron,1 MINUTE FREESTYLE,,,,,,,,,,,
Teezo Touchdown,Sweet (feat. Fousheé),,,,,,,,,,,
Carter Ace,no facade - demo,,,,,,,,,,,
Avenoir,Alone,0.691,0.75,0.898,-6.039,0.0,0.412,0.772,2.25e-06,0.107,125.919,1.0
Unusual Demont,AMBER,,,,,,,,,,,
Fousheé,candy grapes (feat. Steve Lacy),,,,,,,,,,,
Liim,Older Than Me,,,,,,,,,,,
cikho,DARLIN GIRL,,,,,,,,,,,
Amaria,Afford You,,,,,,,,,,,
greek,2:35 AM,,,,,,,,,,,
Noah Guy,HARD KNOCK LULLABY,,,,,,,,,,,
PawPaw Rod,HIT EM WHERE IT HURTS,,,,,,,,,,,
Fousheé,do you have a soul?,,,,,,,,,,,
SiR,OUT OF MY HANDS,,,,,,,,,,,
MiLES.,Test Of Time,,,,,,,,,,,
Maeta,Questions,0.539,0.415,0.0598,-9.222,1.0,0.0307,0.000441,0.897,0.121,125.021,6.0
Destroy Lonely,JETLGGD,,,,,,,,,,,
Cochise,YOSHIMITSU,,,,,,,,,,,
Draft Day,Sunday Talkin,,,,,,,,,,,
GIVĒON,Last Time (feat. Snoh Aalegra),0.634,0.416,0.384,-8.507,0.0,0.0446,0.39,1.4300000000000002e-05,0.445,163.0,1.0
Cordae,Don’t Walk Away (feat. Jordan Ward & Ravyn Lenae),,,,,,,,,,,
Casper Sage,Flow State,,,,,,,,,,,
Daniel Caesar,Disillusioned (with serpentwithfeet),,,,,,,,,,,
Snoh Aalegra,Situationship,,,,,,,,,,,
Rochelle Jordan,Sweet Sensation,,,,,,,,,,,
Venna,Myself (feat. Jorja Smith),,,,,,,,,,,
NxWorries,KeepHer (feat. Thundercat) (Knxwledge Remix),,,,,,,,,,,
Thundercat,I Wish I Didn’t Waste Your Time,,,,,,,,,,,
SG Lewis,Feed The Fire (feat. Lucky Daye),,,,,,,,,,,
Masego,Mystery Lady,,,,,,,,,,,
greek,DANCE,,,,,,,,,,,
Don Toliver,ROCKSTAR GIRL,,,,,,,,,,,
Cordae,Two Tens (feat. Anderson .Paak) - Bonus Track,,,,,,,,,,,
NLE Choppa,Or What,,,,,,,,,,,
Lil Joker King,Rip Yams,,,,,,,,,,,
Playboi Carti,MUNYUN,,,,,,,,,,,
The Weeknd,Open Hearts,,,,,,,,,,,
glaive,the prom,,,,,,,,,,,
Golden Cats,Jaded,0.764,0.271,0.0371,-5.697,1.0,0.0414,0.037,0.0,0.175,116.019,0.0
"Dream, Ivory",welcome and goodbye,,,,,,,,,,,
TV Girl,Hate Yourself,,,,,,,,,,,
Beach House,Master of None,,,,,,,,,,,
Imogen Heap,Just for Now,,,,,,,,,,,
jaydes,hysteric,,,,,,,,,,,
sombr,would've been you,,,,,,,,,,,
d4vd,One More Dance,,,,,,,,,,,
Julie Doiron,August 10,,,,,,,,,,,
Beach House,Silver Soul,,,,,,,,,,,
Current Joys,Fear,0.353,0.71,0.0399,-6.122000000000001,1.0,0.037,0.0002299999999999,0.6990000000000001,0.615,177.72,7.0
Suki Waterhouse,Good Looking,,,,,,,,,,,
Men I Trust,Numb,0.552,0.6729999999999999,0.1009999999999999,-10.4,1.0,0.0531,0.0626,0.1939999999999999,0.268,124.985,11.0
d4vd,My House Is Not A Home,,,,,,,,,,,
Rehash,Back To Strangers,,,,,,,,,,,
Flawed Mangoes,Surreal,,,,,,,,,,,
jaydes,misery,0.49,0.449,0.0914,-10.804,0.0,0.0343,0.000593,0.421,0.0543,124.936,6.0
Mac DeMarco,No Other Heart,,,,,,,,,,,
Rex Orange County,Television / So Far So Good,,,,,,,,,,,
aldn,icantbelieveiletyougetaway,,,,,,,,,,,
Radiohead,All I Need,,,,,,,,,,,
The Marías,Back To Me,,,,,,,,,,,
EKKSTACY,i walk this earth all by myself,,,,,,,,,,,
d4vd,Take Me To The Sun,,,,,,,,,,,
Coldplay,Sparks,,,,,,,,,,,
The Autocollants,Apple Vines,,,,,,,,,,,
sombr,back to friends,,,,,,,,,,,
60 juno,zzz,,,,,,,,,,,
The Marías,Paranoia,0.5770000000000001,0.679,0.374,-6.81,1.0,0.0953,0.00196,0.0,0.1889999999999999,158.269,0.0
sombr,do i ever cross your mind,,,,,,,,,,,
EKKSTACY,i just want to hide my face,,,,,,,,,,,
aldn,2016,,,,,,,,,,,
d4vd,Fly Away,0.7829999999999999,0.7090000000000001,0.3939999999999999,-5.989,1.0,0.03,0.0272,0.0,0.0681,119.981,0.0
Vacations,Be There,,,,,,,,,,,
Tame Impala,Dracula,0.502,0.568,0.588,-7.872000000000001,0.0,0.497,0.4529999999999999,0.0,0.11,185.893,1.0
Tame Impala,Loser,0.753,0.528,0.1639999999999999,-7.758999999999999,0.0,0.0513,0.363,0.0,0.0761,114.974,0.0
Mel Blue,Slice,,,,,,,,,,,
Mel Blue,Frake,,,,,,,,,,,
Mel Blue,2 Go,,,,,,,,,,,
Mel Blue,$ame Thing,,,,,,,,,,,
Mel Blue,atleastnowweknowwhattodo,,,,,,,,,,,
Mel Blue,Say Say,,,,,,,,,,,
Mel Blue,None of That,,,,,,,,,,,
Mel Blue,Secret Crush,,,,,,,,,,,
Mel Blue,Same As I,,,,,,,,,,,
Mel Blue,Be That to You,,,,,,,,,,,
greek,hmu,,,,,,,,,,,
AshZone,take a picture,,,,,,,,,,,
3ee,OVR,,,,,,,,,,,
H.E.R.,Avenue,0.362,0.417,0.113,-11.412,1.0,0.289,0.509,1.6e-06,0.145,164.312,8.0
Leon Thomas,I DO,,,,,,,,,,,
Rayana Jay,Breakfast in Bed,,,,,,,,,,,
Jordan Ward,Jealousy,,,,,,,,,,,
Cash Cobain,slizzyhunchodon (feat. Quavo & Don Toliver),,,,,,,,,,,
Odeal,Gave You My All,,,,,,,,,,,
Noah Guy,DEVIN'S HOUSE,,,,,,,,,,,
Amaria,All I'd Ever Know,,,,,,,,,,,
Odeal,Blame U,,,,,,,,,,,
Venna,"Sun, Moon & Herbs",,,,,,,,,,,
3ee,STOPNGO,,,,,,,,,,,
Noah Guy,MY LOSS (with Amaria & Billy Lemos),,,,,,,,,,,
Amaria,Dream of You,,,,,,,,,,,
Odeal,All That It Takes,,,,,,,,,,,
The Internet,Get Away,0.873,0.3339999999999999,0.4539999999999999,-10.75,1.0,0.0659,0.546,0.000275,0.113,115.963,0.0
The Internet,Gabby (feat. Janelle Monáe),,,,,,,,,,,
The Internet,Under Control,0.516,0.938,0.066,-6.974,0.0,0.0446,0.00824,0.873,0.785,130.015,11.0
The Internet,Go with It (feat. VIC MENSA),,,,,,,,,,,
